schema_version,dataset,architecture,seed,aggregate_accuracy,train_time_sec,epochs_run,normal_recall,normal_precision,normal_support,bruteforce_recall,bruteforce_precision,bruteforce_support,dos_recall,dos_precision,dos_support,web_attacks_recall,web_attacks_precision,web_attacks_support,infiltration_recall,infiltration_precision,infiltration_support,botnet_recall,botnet_precision,botnet_support,ddos_recall,ddos_precision,ddos_support
1.0,cse_cic_ids2018,logistic_regression,11,0.9570989274731868,261.19,,0.9905697327588804,0.9669431209928828,33191,0.8919491525423728,0.823069403714565,944,0.8914919852034525,0.9198473282442748,1622,0.0,nan,2,0.005025125628140704,0.2,398,0.49647390691114246,0.8888888888888888,709,0.8819023300351101,0.9222296395193591,3133
1.0,cse_cic_ids2018,logistic_regression,12,0.9570989274731868,261.39,,0.9905697327588804,0.9669431209928828,33191,0.8919491525423728,0.823069403714565,944,0.8914919852034525,0.9198473282442748,1622,0.0,nan,2,0.005025125628140704,0.2,398,0.49647390691114246,0.8888888888888888,709,0.8819023300351101,0.9222296395193591,3133
1.0,cse_cic_ids2018,logistic_regression,13,0.9570989274731868,258.73,,0.9905697327588804,0.9669431209928828,33191,0.8919491525423728,0.823069403714565,944,0.8914919852034525,0.9198473282442748,1622,0.0,nan,2,0.005025125628140704,0.2,398,0.49647390691114246,0.8888888888888888,709,0.8819023300351101,0.9222296395193591,3133
1.0,cse_cic_ids2018,logistic_regression,14,0.9570989274731868,260.45,,0.9905697327588804,0.9669431209928828,33191,0.8919491525423728,0.823069403714565,944,0.8914919852034525,0.9198473282442748,1622,0.0,nan,2,0.005025125628140704,0.2,398,0.49647390691114246,0.8888888888888888,709,0.8819023300351101,0.9222296395193591,3133
1.0,cse_cic_ids2018,logistic_regression,15,0.9570989274731868,241.8,,0.9905697327588804,0.9669431209928828,33191,0.8919491525423728,0.823069403714565,944,0.8914919852034525,0.9198473282442748,1622,0.0,nan,2,0.005025125628140704,0.2,398,0.49647390691114246,0.8888888888888888,709,0.8819023300351101,0.9222296395193591,3133
1.0,cse_cic_ids2018,logistic_regression,16,0.9570989274731868,242.75,,0.9905697327588804,0.9669431209928828,33191,0.8919491525423728,0.823069403714565,944,0.8914919852034525,0.9198473282442748,1622,0.0,nan,2,0.005025125628140704,0.2,398,0.49647390691114246,0.8888888888888888,709,0.8819023300351101,0.9222296395193591,3133
1.0,cse_cic_ids2018,logistic_regression,17,0.9570989274731868,243.6,,0.9905697327588804,0.9669431209928828,33191,0.8919491525423728,0.823069403714565,944,0.8914919852034525,0.9198473282442748,1622,0.0,nan,2,0.005025125628140704,0.2,398,0.49647390691114246,0.8888888888888888,709,0.8819023300351101,0.9222296395193591,3133
1.0,cse_cic_ids2018,logistic_regression,18,0.9570989274731868,238.75,,0.9905697327588804,0.9669431209928828,33191,0.8919491525423728,0.823069403714565,944,0.8914919852034525,0.9198473282442748,1622,0.0,nan,2,0.005025125628140704,0.2,398,0.49647390691114246,0.8888888888888888,709,0.8819023300351101,0.9222296395193591,3133
1.0,cse_cic_ids2018,logistic_regression,19,0.9570989274731868,243.03,,0.9905697327588804,0.9669431209928828,33191,0.8919491525423728,0.823069403714565,944,0.8914919852034525,0.9198473282442748,1622,0.0,nan,2,0.005025125628140704,0.2,398,0.49647390691114246,0.8888888888888888,709,0.8819023300351101,0.9222296395193591,3133
1.0,cse_cic_ids2018,logistic_regression,20,0.9570989274731868,241.57,,0.9905697327588804,0.9669431209928828,33191,0.8919491525423728,0.823069403714565,944,0.8914919852034525,0.9198473282442748,1622,0.0,nan,2,0.005025125628140704,0.2,398,0.49647390691114246,0.8888888888888888,709,0.8819023300351101,0.9222296395193591,3133
